Produto;Descricao;Unidade;Lote;Localizacao;Fisico;Sistema;Diferenca;Custo STD;Valor Total
ZR00916690;CABO PP 12 X 1,5 MM;M;;WC-12A020;               0,000;               5,000;         5,0000;         2,3000;        11,5000
ZR00916690;CABO PP 12 X 1,5 MM;M;;Z-G1F1;               0,000;              50,000;        50,0000;         2,3000;       115,0000
ZR00916703;ABRACADEIRA AJUSTAVEL 1 1/4;PCS;;Z-B4E1;               0,000;               4,000;         4,0000;         2,3000;         9,2000
ZR00916713;ROLAMENTO UCR 215;PCS;;Z-B7B1;               0,000;               4,000;         4,0000;         2,3000;         9,2000
ZR00916733;"BARRA ROSCADA 1/4"" (BSW)";PCS;;Z-E7D1;               0,000;               1,000;         1,0000;         2,3000;         2,3000
ZR00916733;"BARRA ROSCADA 1/4"" (BSW)";PCS;;Z-H;               0,000;               6,000;         6,0000;         2,3000;        13,8000
ZR00916734;"BARRA ROSCADA 5/16"" (BSW)";PCS;;Z-B5D1;               0,000;               5,000;         5,0000;         2,3000;        11,5000
ZR00916734;"BARRA ROSCADA 5/16"" (BSW)";PCS;;Z-E8E1;               0,000;               3,000;         3,0000;         2,3000;         6,9000
ZR00916734;"BARRA ROSCADA 5/16"" (BSW)";PCS;;Z-H;               0,000;               6,000;         6,0000;         2,3000;        13,8000
ZR00916735;"BARRA ROSCADA 3/8"" (BSW)";PCS;;Z-H;               0,000;               6,000;         6,0000;         2,3000;        13,8000
ZR00916739;DISJUNTOR UNIPOLAR 10 A;PCS;;Z-B3E1;               0,000;               3,000;         3,0000;         2,3000;         6,9000
ZR00916749;ROLAMENTO 6306 ZZ;PCS;;Z-B4H1;               0,000;               4,000;         4,0000;         2,3000;         9,2000
ZR00916762;CONECT MACHO TIPO S/R VD ECIL;PCS;;Z-B3D1;               0,000;               4,000;         4,0000;         2,3000;         9,2000
ZR00916763;CONECT FEMEA TIPO S/R VD ECIL;PCS;;Z-B3D1;               0,000;               9,000;         9,0000;         2,3000;        20,7000
ZR00916787;"BUCHA GV RED 3"" X 2 1/2""";PCS;;Z-B1F1;               0,000;              10,000;        10,0000;         2,3000;        23,0000
ZR00916795;COTOVELO GV 45 - 1;PCS;;Z-B3B1;               0,000;               6,000;         6,0000;         2,3000;        13,8000
ZR00916796;COTOVELO GV 45 - 1 1/2;PCS;;Z-B1D1;               0,000;               6,000;         6,0000;         2,3000;        13,8000
ZR00916836;"REGISTRO ESFERA 1 1/2"" BSP";PCS;;Z-D3G1;               0,000;              10,000;        10,0000;         2,3000;        23,0000
ZR00916871;"PORCA SEXTAVADA DE 5/16"" NF";PCS;;Z-B2A1;               0,000;             158,000;       158,0000;         2,3000;       363,4000
ZR00916872;"PORCA SEXTAVADA DE 3/8"" NF";PCS;;Z-B2A1;               0,000;              50,000;        50,0000;         2,3000;       115,0000
ZR00916886;"REGISTRO GLOBO 3/8""";PCS;;Z-D3H1;               0,000;              19,000;        19,0000;         2,3000;        43,7000
ZR00916887;"REGISTRO GLOBO 1/2""";PCS;;Z-D3I1;               0,000;               3,000;         3,0000;         2,3000;         6,9000
ZR00916888;"REGISTRO GLOBO 3/4""";PCS;;Z-D3F2;               0,000;              11,000;        11,0000;         2,3000;        25,3000
ZR00916893;CONTROLADOR CTM-45;PCS;;Z-D4H1;               0,000;               3,000;         3,0000;         2,3000;         6,9000
ZR00916920;"CONECTOR CMZG 3/4""";PCS;;Z-B4B1;               0,000;               5,000;         5,0000;         2,3000;        11,5000
ZR00916921;CONECTOR CMZG 1;PCS;;Z-B3C1;               0,000;               6,000;         6,0000;         2,3000;        13,8000
ZR00916926;PARAFUSO SEXTAVADO 5/16X1 NF;PCS;;Z-B2A1;               0,000;               4,000;         4,0000;         2,3000;         9,2000
ZR00916926;PARAFUSO SEXTAVADO 5/16X1 NF;PCS;;Z-B2E1;               0,000;              47,000;        47,0000;         2,3000;       108,1000
ZR00916944;PARAFUSO FENDA CAB CHA 1/4X3/4;PCS;;Z-B4E1;               0,000;              28,000;        28,0000;         2,3000;        64,4000
ZR00916945;PARAF FENDA CAB CHA 3/16X3/4;PCS;;Z-B2B1;               0,000;             110,000;       110,0000;         2,3000;       253,0000
ZR00916955;PARAFUSO SEXTAVADO M 12X25;PCS;;Z-B2C1;               0,000;              62,000;        62,0000;         2,3000;       142,6000
ZR00916956;PORCA SEXTAVADA  M-12;PCS;;Z-A4B1;               0,000;              36,000;        36,0000;         2,3000;        82,8000
ZR00916982;PARAFUSO SEXTAVADO 3/8X3 1/2;PCS;;Z-B2D1;               0,000;             142,000;       142,0000;         2,3000;       326,6000
ZR00916987;"SELO MECANICO 5/8""";PCS;;Z-B3E1;               0,000;               3,000;         3,0000;         2,3000;         6,9000
ZR00916997;PARAFUSO SEXTAVADO 1/2X1 1/2;PCS;;Z-B2D1;               0,000;              18,000;        18,0000;         2,3000;        41,4000
ZR00916999;LIXA D AGUA NR 280;PCS;;Z-E2F1;               0,000;             105,000;       105,0000;         2,3000;       241,5000
ZR00917001;FUSIVEL DE VIDRO 0 5 A;PCS;;Z-B3C1;               0,000;              52,000;        52,0000;         2,3000;       119,6000
ZR00917006;PARAFUSO SEXTAVADO 5/8X1 3/4;PCS;;Z-B2E1;               0,000;              53,000;        53,0000;         2,3000;       121,9000
ZR00917008;CHAVE SECCIONADORA 160A;PCS;;Z-D4H1;               0,000;               1,000;         1,0000;         2,3000;         2,3000
ZR00917009;CHAVE SECCIONADORA 250A;PCS;;Z-D5I1;               0,000;               2,000;         2,0000;         2,3000;         4,6000
ZR00917012;"GRAMPO P/CABO DE ACO DE 7/16""";PCS;;Z-B3B1;               0,000;               2,000;         2,0000;         2,3000;         4,6000
ZR00917015;RELE DE TEMPO AST AE 60 SEG  2;PCS;;Z-D5E1;               0,000;               6,000;         6,0000;         2,3000;        13,8000
ZR00917018;RELE DE TEMPO PE IS SEG  220 V;PCS;;Z-A1B1;               0,000;               6,000;         6,0000;         2,3000;        13,8000
ZR00917030;CABO ISOLACAO MIN LANCA TEMP;PCS;;Z-D5C1;               0,000;               3,000;         3,0000;         2,3000;         6,9000
ZR00917030;CABO ISOLACAO MIN LANCA TEMP;PCS;;Z-D5D1;               0,000;               5,000;         5,0000;         2,3000;        11,5000
ZR00917085;MANCAL SN-510;PCS;;Z-B7H1;               0,000;               3,000;         3,0000;         2,3000;         6,9000
ZR00917117;ROLAMENTO 6314 ZZ;PCS;;Z-B4E1;               0,000;               4,000;         4,0000;         2,3000;         9,2000
ZR00917118;ROLO P/PINTURA 15 CM;PCS;;Z-E1A1;               0,000;               1,000;         1,0000;         2,3000;         2,3000
ZR00917121;PRENSA CABO 3/8 METAL;Ltr;;Z-B4H1;               0,000;              20,000;        20,0000;         2,3000;        46,0000
ZR00917266;TINTA ESM SINT PLATINA LUKSCOL;Ltr;;Z-D1J1;               0,000;              25,200;        25,2000;         2,3000;        57,9600
ZR00917267;TINTA ESM SINT PRETO LUKSCOLOR;Ltr;;Z-D1H1;               0,000;              14,400;        14,4000;         2,3000;        33,1200
ZR00917267;TINTA ESM SINT PRETO LUKSCOLOR;Ltr;;Z-H;               0,000;               3,600;         3,6000;         2,3000;         8,2800
ZR00917271;TINTA ESM SINT BRANCO LUKSCOLO;Ltr;;Z-D2J1;               0,000;               7,200;         7,2000;         2,3000;        16,5600
ZR00917409;CORREIA EM V - A 70  -  GOODYE;pcs;;Z-G6C1;               0,000;              10,000;        10,0000;         2,3000;        23,0000
ZR00917434;ROLAMENTO 2310 K C3;pcs;;Z-B4D1;               0,000;               4,000;         4,0000;         2,3000;         9,2000
ZR00917512;ROLAMENTO 6207 ZZ;pcs;;Z-B4H1;               0,000;               7,000;         7,0000;         2,3000;        16,1000
ZR00917518;ROLAMENTO 22211 KC 3;pcs;;Z-B4H1;               0,000;               4,000;         4,0000;         2,3000;         9,2000
ZR00917550;GAXETA DE AMIANTO REDONDA 3/8;kg;;Z-C8D1;               0,000;              11,200;        11,2000;         2,3000;        25,7600
ZR00917552;PARAFUSO FENDA CAB CHA 3/8X3/4;pcs;;Z-B2A1;               0,000;              96,000;        96,0000;         2,3000;       220,8000
ZR00917563;LAMPADA BA 15 24 VOLTS;pcs;;Z-B3C1;               0,000;              10,000;        10,0000;         2,3000;        23,0000
ZR00917569;ANILHA 16 MM ERMETO;pcs;;WC-12A020;               0,000;               9,000;         9,0000;         2,3000;        20,7000
ZR00917615;PARAFUSO SEXTAVADO M 10X50MM;pcs;;Z-B2C1;               0,000;              21,000;        21,0000;         2,3000;        48,3000
ZR00917616;PARAFU SEXT DIAM 12X40 MM COMP;pcs;;Z-B2D1;               0,000;              19,000;        19,0000;         2,3000;        43,7000
ZR00917617;PARAFUSO SEXTAVADO M 12X50MM;pcs;;Z-B2D1;               0,000;              19,000;        19,0000;         2,3000;        43,7000
ZR00917683;CABO CHATO 4X10MM 2;pcs;;Z-G3G1;               0,000;              55,000;        55,0000;         2,3000;       126,5000
ZR00917739;PARAFUSO SEXTAVADO M 6 X 20MM;pcs;;Z-B2D1;               0,000;              74,000;        74,0000;         2,3000;       170,2000
ZR00917740;PARAFUSO SEXTAVADO M 8 X 25;pcs;;Z-B2D1;               0,000;              56,000;        56,0000;         2,3000;       128,8000
ZR00917751;"BARRA ROSCADA 5/8"" (BSW)";pcs;;Z-H;               0,000;              18,000;        18,0000;         2,3000;        41,4000
ZR00917849;PARAFUSO MADEIRA 3,5X16MM;pcs;;Z-B4D1;               0,000;              50,000;        50,0000;         2,3000;       115,0000
ZR00917879;PARAFUSO FEN CAB CHA 3/8X1 1/4;pcs;;Z-B2B1;               0,000;             116,000;       116,0000;         2,3000;       266,8000
ZR00918011;CONTATOR 3 TB 54 220 V;pcs;;Z-D7A1;               0,000;               4,000;         4,0000;         2,3000;         9,2000
ZR00918041;"PARAFUSO SEXTAV 5/8"" X 2 1/4";pcs;;Z-B2E1;               0,000;              58,000;        58,0000;         2,3000;       133,4000
ZR00918078;CORREIA EM V 3V 900   GOODYEAR;pcs;;Z-G6F1;               0,000;               4,000;         4,0000;         2,3000;         9,2000
ZR00918193;MANGUEIRA 2TA T8 5000/2201 148;pcs;;Z-E8H1;               0,000;               1,000;         1,0000;         2,3000;         2,3000
ZR00918275;ACOPLAMENTO HDA AC 28;pcs;;Z-B5I1;               0,000;               1,000;         1,0000;         2,3000;         2,3000
ZR00918279;BOTOEIRA COM 6 BOTOES + EMERG;pcs;;Z-D6C1;               0,000;               2,000;         2,0000;         2,3000;         4,6000
ZR00918282;RETENTOR 35 X 47 X 7 (02962 BR;pcs;;Z-B3E1;               0,000;               4,000;         4,0000;         2,3000;         9,2000
ZR00918286;PAPELAO HIDRAULICO ESPE 1/16;pcs;;WC-12A020;               0,000;               3,000;         3,0000;         2,3000;         6,9000
ZR00918286;PAPELAO HIDRAULICO ESPE 1/16;pcs;;Z-H;               0,000;               7,900;         7,9000;         2,3000;        18,1700
ZR00918287;SOQUETE DE BAQUELITE COM RABIC;pcs;;Z-D4I1;               0,000;              10,000;        10,0000;         2,3000;        23,0000
ZR00918299;RETENTOR 65 X 85 X 10 02530 BR;pcs;;Z-B3E1;               0,000;               7,000;         7,0000;         2,3000;        16,1000
ZR00918340;"ESPIGA  ESCAMADA 3/4"" X 3/4""";pcs;;Z-B3B1;               0,000;               2,000;         2,0000;         2,3000;         4,6000
ZR00918374;"ARRUELA LISA DE INOX 1/2""";pcs;;Z-B2A1;               0,000;              50,000;        50,0000;         2,3000;       115,0000
ZR00918377;"BARRA ROSCADA DE INOX 1/2""";pcs;;Z-H;               0,000;               3,000;         3,0000;         2,3000;         6,9000
ZR00918382;BOTAO DE COMANDO 10/16 PRETO;pcs;;Z-B3D1;               0,000;               2,000;         2,0000;         2,3000;         4,6000
ZR00918383;BOTAO DE COMANDO 10/16 VERMELH;pcs;;Z-B3D1;               0,000;               5,000;         5,0000;         2,3000;        11,5000
ZR00918384;BOTAO DE COMANDO 10/16 VERDE;pcs;;Z-B3D1;               0,000;               3,000;         3,0000;         2,3000;         6,9000
ZR00918388;CONECTOR SINDAL 4 1 MM;pcs;;Z-D4E1;               0,000;               3,000;         3,0000;         2,3000;         6,9000
ZR00918395;PARAFUSO DA VALVULA FLOCON;pcs;;Z-B2C1;               0,000;              17,000;        17,0000;         2,3000;        39,1000
ZR00918399;FIXADOR DE PINOS;pcs;;WC-12A020;               0,000;               2,000;         2,0000;         2,3000;         4,6000
ZR00918413;FIM DE CURSO ZCK - M1D21;pcs;;Z-D6C1;               0,000;               1,000;         1,0000;         2,3000;         2,3000
ZR00918415;"LUVA DE BORRACHA DE 1/2""";pcs;;Z-B3E1;               0,000;              15,000;        15,0000;         2,3000;        34,5000
ZR00918421;ANEL O'RING 25X3,55 MM;pcs;;Z-B3B1;               0,000;              47,000;        47,0000;         2,3000;       108,1000
ZR00918424;RETENTOR 50X70X12;pcs;;Z-B3E1;               0,000;               2,000;         2,0000;         2,3000;         4,6000
ZR00918428;"LENCOL DE BORRACHA 1/8""";pcs;;WC-12A020;               0,000;               2,000;         2,0000;         2,3000;         4,6000
ZR00918436;BOTAO COMANDO 20/04 L 11 - AM;pcs;;Z-B3D1;               0,000;               5,000;         5,0000;         2,3000;        11,5000
ZR00918465;CORREIA PLANA THOR -  GOODYEAR;pcs;;Z-G4G1;               0,000;              40,000;        40,0000;         2,3000;        92,0000
ZR00918538;"FITA DE LA DE VIDRO ADESIVA 1""";pcs;;Z-G3B1;               0,000;               7,000;         7,0000;         2,3000;        16,1000
ZR00918539;JOGO DE CONTATO P/ 3TF 47;pcs;;Z-B3C1;               0,000;               4,000;         4,0000;         2,3000;         9,2000
ZR00918540;JOGO DE CONTATO P/ 3TF 46;pcs;;Z-B3D1;               0,000;               2,000;         2,0000;         2,3000;         4,6000
ZR00918542;COPO DE MICANITE;pcs;;WC-12A020;               0,000;               8,000;         8,0000;         2,3000;        18,4000
ZR00918543;BERCO DE MICANITE;pcs;;WC-12A020;               0,000;              13,000;        13,0000;         2,3000;        29,9000
ZR00918561;BATERIA 941 6V (RAYOVAC);pcs;;Z-D6I1;               0,000;               8,000;         8,0000;         2,3000;        18,4000
ZR00918565;KIT DE REPARO CILINDRO GAR ELE;pcs;;WC-12A020;               0,000;              13,000;        13,0000;         2,3000;        29,9000
ZR00918566;ORING 205X5MM CANAL INF LADO;pcs;;Z-B6D1;               0,000;               4,000;         4,0000;         2,3000;         9,2000
ZR00918566;ORING 205X5MM CANAL INF LADO;pcs;;Z-B6E1;               0,000;               5,000;         5,0000;         2,3000;        11,5000
ZR00918567;X-RING VEDACAO BICO DA MATRIZ;pcs;;Z-B6D1;               0,000;               4,000;         4,0000;         2,3000;         9,2000
ZR00918568;ORING 127X3MM ANEL ROSC MATRIZ;pcs;;Z-B6C1;               0,000;              39,000;        39,0000;         2,3000;        89,7000
ZR00918569;ORING 230X6MM CANAL SUP INTER;pcs;;Z-B6C1;               0,000;               2,000;         2,0000;         2,3000;         4,6000
ZR00918570;ORING 185X5MM CANAL INF PANELA;pcs;;Z-B6D1;               0,000;              10,000;        10,0000;         2,3000;        23,0000
ZR00918571;ORING 318X5,9MM CANAL SUP EXT;pcs;;Z-B6D1;               0,000;               4,000;         4,0000;         2,3000;         9,2000
ZR00918573;ORING 159X6MM CANAL INT DEFLET;pcs;;Z-B6D1;               0,000;               4,000;         4,0000;         2,3000;         9,2000
ZR00918588;MANGUEIRA MONTADA 3/4X1X5000M;pcs;;Z-E7F1;               0,000;               3,000;         3,0000;         2,3000;         6,9000
ZR00918605;MANTA DURABLANKET 1200 B8;M;;WC-12A020;               0,000;              23,250;        23,2500;         2,3000;        53,4750
ZR00918605;MANTA DURABLANKET 1200 B8;M;;WC-15A010;               0,000;              19,450;        19,4500;         2,3000;        44,7350
ZR00918612;PORCA SEXTAVADA M24 X 3 MM;pcs;;Z-B2A1;               0,000;              50,000;        50,0000;         2,3000;       115,0000
ZR00918613;PARAFUSO SEXTAVADO M24 X 65;pcs;;Z-A1H1;               0,000;              34,000;        34,0000;         2,3000;        78,2000
ZR00918613;PARAFUSO SEXTAVADO M24 X 65;pcs;;Z-B2E1;               0,000;              20,000;        20,0000;         2,3000;        46,0000
ZR00918647;CORREIA TORQUE TEAM 4/3V - 710;pcs;;Z-G6G1;               0,000;               4,000;         4,0000;         2,3000;         9,2000
ZR00918648;CORREIA TORQUE TEAM 4/3V - 500;pcs;;Z-G5E1;               0,000;               1,000;         1,0000;         2,3000;         2,3000
ZR00918648;CORREIA TORQUE TEAM 4/3V - 500;pcs;;Z-G6E1;               0,000;               4,000;         4,0000;         2,3000;         9,2000
ZR00918648;CORREIA TORQUE TEAM 4/3V - 500;pcs;;Z-G6E2;               0,000;               2,000;         2,0000;         2,3000;         4,6000
ZR00918657;ROLAMENTO 2204 C3;pcs;;Z-B4H1;               0,000;               5,000;         5,0000;         2,3000;        11,5000
ZR00918674;CABO CHATO 12 X 1,5 MM;M;;Z-G3D1;               0,000;              62,000;        62,0000;         2,3000;       142,6000
ZR00918675;CABO TRAGO C/2 ALMA ACO 20X1 5;M;;Z-G3F1;               0,000;              12,000;        12,0000;         2,3000;        27,6000
ZR00918711;TOMADA 16A AZUL 4 P 220V EMBUT;pcs;;Z-D6E1;               0,000;               6,000;         6,0000;         2,3000;        13,8000
ZR00918712;PLUG 16A AZUL 4 POLOS 220V;pcs;;Z-D6I1;               0,000;               2,000;         2,0000;         2,3000;         4,6000
ZR00918713;TOMADA 32A AZUL 4 POL 220V EMB;pcs;;Z-D6H1;               0,000;               9,000;         9,0000;         2,3000;        20,7000
ZR00918714;PLUG 32A AZUL 4 POLOS 220V;pcs;;Z-D6I1;               0,000;               2,000;         2,0000;         2,3000;         4,6000
ZR00918715;CONTATOR CAZ DNI 22 B 220;pcs;;Z-D4D1;               0,000;               5,000;         5,0000;         2,3000;        11,5000
ZR00918718;"PARAFUSO ALLEN C/CAB 1 X5 1/2""";pcs;;Z-A1G1;               0,000;              39,000;        39,0000;         2,3000;        89,7000
ZR00918724;VALVULA PNEUMATICA SOLENOIDE 2;pcs;;Z-B8B1;               0,000;               3,000;         3,0000;         2,3000;         6,9000
ZR00918743;CABO PP 2 X 6 MM;M;;Z-G2F1;               0,000;             200,000;       200,0000;         2,3000;       460,0000
ZR00918761;ABRACADEIRA P/ PAINEIS DO FEA;pcs;;Z-B4H1;               0,000;               5,000;         5,0000;         2,3000;        11,5000
ZR00918762;ABRACADEIRA P/ MANGOTES DO FEA;pcs;;Z-B5C1;               0,000;               6,000;         6,0000;         2,3000;        13,8000
ZR00918767;ESPIGA ESCAMADA 1 1/2X1 1/2;pcs;;Z-B3E1;               0,000;               7,000;         7,0000;         2,3000;        16,1000
ZR00918768;MANGUEIRA KEVLAR REVST FS 3000;pcs;;Z-E4C1;               0,000;               3,000;         3,0000;         2,3000;         6,9000
ZR00918809;FUSIVEL ULTRA RA 900A TIPO A30;pcs;;Z-B3C1;               0,000;               1,000;         1,0000;         2,3000;         2,3000
ZR00918852;JOGO DE CONTATO 3TF 48;pcs;;Z-B3D1;               0,000;               2,000;         2,0000;         2,3000;         4,6000
ZR00918854;FILTRO DE AR PARA SALA DE COMP;pcs;;Z-E8A1;               0,000;               8,000;         8,0000;         2,3000;        18,4000
ZR00918861;SENSOR DE CHAMA UV;pcs;;Z-B3D1;               0,000;               6,000;         6,0000;         2,3000;        13,8000
ZR00918864;REPARO PARA CILIN BASCULAN FEA;pcs;;WC-12A020;               0,000;              13,000;        13,0000;         2,3000;        29,9000
ZR00918867;CONTATOR AUXILIAR 110V CA2 DN2;pcs;;Z-D5E1;               0,000;               2,000;         2,0000;         2,3000;         4,6000
ZR00918868;CONTATOR AUXILIAR 110 VAC DN40;pcs;;Z-D5E1;               0,000;               4,000;         4,0000;         2,3000;         9,2000
ZR00918886;MANGUEIRA 2TA T8 10000;pcs;;Z-E8H1;               0,000;               3,000;         3,0000;         2,3000;         6,9000
ZR00918917;VALVULA ESFERA TRIPART 1000WOG;pcs;;Z-D3E1;               0,000;               3,000;         3,0000;         2,3000;         6,9000
ZR00918927;ROLAMENTO 22218;pcs;;Z-B4D1;               0,000;               7,000;         7,0000;         2,3000;        16,1000
ZR00918930;CONTATOR LC1 D65004;pcs;;Z-D5C1;               0,000;               5,000;         5,0000;         2,3000;        11,5000
ZR00918941;VALVULA DE CONTRA BALANCO RCT;pcs;;WC-12A020;               0,000;               4,000;         4,0000;         2,3000;         9,2000
ZR00918955;BOBINA 110 V SCHARADER;pcs;;Z-B3C1;               0,000;               5,000;         5,0000;         2,3000;        11,5000
ZR00918956;"ANEL ¨X¨ ORING ""FINO""";pcs;;Z-B6D1;               0,000;              18,000;        18,0000;         2,3000;        41,4000
ZR00918960;VALVULA SOLENOIDE 3/8 GLP;pcs;;Z-B3E1;               0,000;               2,000;         2,0000;         2,3000;         4,6000
ZR00918961;VALVULA SOLENOIDE 1/2 GLP;pcs;;Z-B3C1;               0,000;               3,000;         3,0000;         2,3000;         6,9000
ZR00918976;SOQUETE ANALISADOR DE CARBONO;pcs;;Z-B3D1;               0,000;               4,000;         4,0000;         2,3000;         9,2000
ZR00918977;PARAFUSO ALLEN C/CABECA M8X60;pcs;;Z-B2B1;               0,000;              51,000;        51,0000;         2,3000;       117,3000
ZR00918985;PONTEIRO TE –YP SM 50;pcs;;Z-E5A1;               0,000;              18,000;        18,0000;         2,3000;        41,4000
ZR00918990;ROLAMENTO DE ROLO CONIC 30307J;pcs;;Z-B4D1;               0,000;               4,000;         4,0000;         2,3000;         9,2000
ZR00918998;MANGUEIRA P/ CHUVEIRO DA ATOMZ;M;;Z-E8G1;               0,000;              54,000;        54,0000;         2,3000;       124,2000
ZR00919002;ARRUELA DE MICA 60 MM;pcs;;Z-D6E1;               0,000;              56,000;        56,0000;         2,3000;       128,8000
ZR00919006;CONTATOS TRIANG EM GRAFITE;pcs;;Z-B7G1;               0,000;               5,000;         5,0000;         2,3000;        11,5000
ZR00919013;"PARAFUSO ALLEN 1/2"" X 4""";pcs;;Z-B2B1;               0,000;             103,000;       103,0000;         2,3000;       236,9000
ZR00919014;PARAFUSO ALLEN C/ CAB M5X15MM;pcs;;Z-B2B1;               0,000;              38,000;        38,0000;         2,3000;        87,4000
ZR00919014;PARAFUSO ALLEN C/ CAB M5X15MM;pcs;;Z-B2C1;               0,000;              10,000;        10,0000;         2,3000;        23,0000
ZR00919015;PARAFUSO ALLEN C/ CAB M10X35MM;pcs;;Z-B2C1;               0,000;              30,000;        30,0000;         2,3000;        69,0000
ZR00919016;MANCAL F-508 - FECHADO;pcs;;Z-B7F1;               0,000;               3,000;         3,0000;         2,3000;         6,9000
ZR00919017;MANCAL F-508 - ABERTO;pcs;;Z-B7G1;               0,000;               3,000;         3,0000;         2,3000;         6,9000
ZR00919019;PARAFUSO ALLEN C/ CAB M8X65MM;pcs;;Z-B2B1;               0,000;              30,000;        30,0000;         2,3000;        69,0000
ZR00919019;PARAFUSO ALLEN C/ CAB M8X65MM;pcs;;Z-B2C1;               0,000;               2,000;         2,0000;         2,3000;         4,6000
ZR00919020;PARAFUSO SEXTAVADO M10X75MM;pcs;;Z-B2D1;               0,000;              38,000;        38,0000;         2,3000;        87,4000
ZR00919022;BORDA PANELA ATOMIZACAO 15 T;pcs;;WC-12A020;               0,000;              17,000;        17,0000;         2,3000;        39,1000
ZR00919139;MANG HID CILIND GARRA ELETROLD;pcs;;Z-H;               0,000;               2,000;         2,0000;         2,3000;         4,6000
ZR00919144;CABO REFRIG AGUA 1600X7000MM;pcs;;Z-FCHAO;               0,000;               1,000;         1,0000;         2,3000;         2,3000
ZR00919150;LUVA COMPRESSAO 95 MM;pcs;;Z-B4B1;               0,000;              10,000;        10,0000;         2,3000;        23,0000
ZR00919151;LUVA COMPRESSAO 120 MM;pcs;;Z-B4B1;               0,000;               4,000;         4,0000;         2,3000;         9,2000
ZR00919171;TOCHA PARA SOLDA TIG;pcs;;Z-E6B1;               0,000;              51,000;        51,0000;         2,3000;       117,3000
ZR00919172;OLEO QUINTOLUBRIC 888-68;Ltr;;WC-12A020;               0,000;              18,000;        18,0000;         2,3000;        41,4000
ZR00919172;OLEO QUINTOLUBRIC 888-68;Ltr;;Z-H;               0,000;               4,000;         4,0000;         2,3000;         9,2000
ZR00919175;MANGUEIRA M16ATFS5100;pcs;;Z-E4D1;               0,000;              54,000;        54,0000;         2,3000;       124,2000
ZR00919176;MANGUEIRA M32ATFS5100;pcs;;WC-12A020;               0,000;              56,000;        56,0000;         2,3000;       128,8000
ZR00919178;MANGUEIRA M16ATFS3000;pcs;;Z-E5B1;               0,000;               5,000;         5,0000;         2,3000;        11,5000
ZR00919179;MANGUEIRA M20ATFS4250;pcs;;Z-H;               0,000;             103,000;       103,0000;         2,3000;       236,9000
ZR00919183;TOMADA 2P+T V;pcs;;Z-B3D1;               0,000;              38,000;        38,0000;         2,3000;        87,4000
ZR00919198;CONDULETE LL 2 POL;pcs;;Z-D5G1;               0,000;              10,000;        10,0000;         2,3000;        23,0000
ZR00919199;CONECTOR CMZG 2 POL;pcs;;Z-B4B1;               0,000;              30,000;        30,0000;         2,3000;        69,0000
ZR00919201;CONDULETE LR 2 POL;pcs;;Z-D5G1;               0,000;               3,000;         3,0000;         2,3000;         6,9000
ZR00919203;DISJUNTOR BIPOLAR 6 A;pcs;;Z-D6E1;               0,000;               3,000;         3,0000;         2,3000;         6,9000
ZR00919204;DISJUNTOR BIPOLAR 20 A;pcs;;Z-D5D1;               0,000;              30,000;        30,0000;         2,3000;        69,0000
ZR00919206;LUVA COMPRESSAO 35 MM;pcs;;Z-B3D1;               0,000;               2,000;         2,0000;         2,3000;         4,6000
ZR00919207;LUVA COMPRESSAO 50 MM;pcs;;Z-B3D1;               0,000;              38,000;        38,0000;         2,3000;        87,4000
ZR00919208;LUVA COMPRESSAO 70 MM;pcs;;Z-B3D1;               0,000;              17,000;        17,0000;         2,3000;        39,1000
ZR00919209;UNIDUTO RETO 2;pcs;;Z-A2D1;               0,000;               2,000;         2,0000;         2,3000;         4,6000
ZR00919210;RETENTOR 60X110X12;pcs;;Z-B3E1;               0,000;               1,000;         1,0000;         2,3000;         2,3000
ZR00919211;ARRUELA G7 53/1 1 00X45X90;pcs;;Z-B5B1;               0,000;              10,000;        10,0000;         2,3000;        23,0000
ZR00919211;ARRUELA G7 53/1 1 00X45X90;pcs;;Z-B5F1;               0,000;               4,000;         4,0000;         2,3000;         9,2000
ZR00919211;ARRUELA G7 53/1 1 00X45X90;pcs;;Z-D6E1;               0,000;              51,000;        51,0000;         2,3000;       117,3000
ZR00919212;ARRUELA G7 53/3 25X16X52;pcs;;Z-B5B1;               0,000;              18,000;        18,0000;         2,3000;        41,4000
ZR00919212;ARRUELA G7 53/3 25X16X52;pcs;;Z-B5D1;               0,000;               4,000;         4,0000;         2,3000;         9,2000
ZR00919213;ARRUELA G7 FM 45/6 10x25,5x50;pcs;;Z-B5A1;               0,000;              54,000;        54,0000;         2,3000;       124,2000
ZR00919213;ARRUELA G7 FM 45/6 10x25,5x50;pcs;;Z-B5G1;               0,000;              56,000;        56,0000;         2,3000;       128,8000
ZR00919214;BUCHA ISOLANTE G7;pcs;;Z-B5A1;               0,000;               5,000;         5,0000;         2,3000;        11,5000
ZR00919214;BUCHA ISOLANTE G7;pcs;;Z-B5B1;               0,000;             103,000;       103,0000;         2,3000;       236,9000
ZR00919215;PECA ISOLANTE G7 10X50X209MM;pcs;;Z-B5B1;               0,000;              38,000;        38,0000;         2,3000;        87,4000
ZR00919215;PECA ISOLANTE G7 10X50X209MM;pcs;;Z-B5F1;               0,000;              10,000;        10,0000;         2,3000;        23,0000
ZR00919216;PECA ISOLANTE FLEX 3X145X445MM;pcs;;Z-B5E1;               0,000;              30,000;        30,0000;         2,3000;        69,0000
