121;NQ001490AAF60;TUBO RETO REF.PECA 8200159972;8200159972;1,114;TUBO BWTRP 4,76 X 0,711 MM (P.V.F. TRIVALENTE);TUBO BWTRP 4,76 X 0,711 MM (;1114
121;NQ001491AAF20;TUBO DE ACO COBREADO BWS 9,52X0,89X6000MM;NQ001491AA;6;TUBO BWS 9,52 X 0,889 MM;TUBO BWS 9,52 X 0,889 MM;6000
121;NQ001491AAF60;TUBO RETO REF.PECA 187932BA0A;187932BA0A;0,689;TUBO PEWNITRP 7,94 X 0,71 MM 14 M (PVF TRIVALENTE);TUBO PEWNITRP 7,94 X 0,71 MM;689
121;NQ001492AAF60;TUBO RETO REF.PECA 8200160007;8200160007;1,179;TUBO BWTRP 4,76 X 0,711 MM (P.V.F. TRIVALENTE);TUBO BWTRP 4,76 X 0,711 MM (;1179
121;NQ001493AAF60;TUBO RETO REF.PECA 173392BA0A;173392BA0A;0,684;TUBO PEWNITRP 6,35 X 0,71 MM 14 M (PVF TRIVALENTE);TUBO PEWNITRP 6,35 X 0,71 MM;684
121;NQ001494AAF60;TUBO RETO REF. 8200363301;8200363301;0,575;TUBO BWTRP 4,76 X 0,711 MM (P.V.F. TRIVALENTE);TUBO BWTRP 4,76 X 0,711 MM (;575
121;NQ001496AAF60;TUBO RETO REF.PECA D70227A0-1;D70227A0-1;0,546;TUBO PEWTRP 6,35 X 0,71 MM  (P.V.F. TRIVALENTE);TUBO PEWTRP 6,35 X 0,71 MM  ;546
121;NQ001497AAF60;TUBO RETO REF. 8200564043;8200564030;1,304;TUBO BWTRP 4,76 X 0,711 MM (P.V.F. TRIVALENTE);TUBO BWTRP 4,76 X 0,711 MM (;1304
121;NQ001498AAF60;TUBO RETO REF. 8200564045;8200564033;1,387;TUBO BWTRP 4,76 X 0,711 MM (P.V.F. TRIVALENTE);TUBO BWTRP 4,76 X 0,711 MM (;1387
121;NQ001499AAF60;TUBO RETO REF.PECA 8200241612;8200241612;1,253;TUBO BWTRP 4,76 X 0,711 MM (P.V.F. TRIVALENTE);TUBO BWTRP 4,76 X 0,711 MM (;1253
121;NQ001500AAF60;TUBO RETO REF.PECA D70237A0-1;D70237A0-1;0,326;TUBO PEWTRP 6,35 X 0,71 MM  (P.V.F. TRIVALENTE);TUBO PEWTRP 6,35 X 0,71 MM  ;326
121;NQ001501AAF60;TUBO RETO REF. 8200564357;8200564357;1,592;TUBO BWTRP 4,76 X 0,711 MM (P.V.F. TRIVALENTE);TUBO BWTRP 4,76 X 0,711 MM (;1592
121;NQ001502AAF60;TUBO RETO REF.PECA 8200241843;8200241843;0,542;TUBO BWTRP 4,76 X 0,711 MM (P.V.F. TRIVALENTE);TUBO BWTRP 4,76 X 0,711 MM (;542
121;NQ001503AAF60;TUBO RETO REF. PECA 8200564366;8200564366;0,786;TUBO BWTRP 4,76 X 0,711 MM (P.V.F. TRIVALENTE);TUBO BWTRP 4,76 X 0,711 MM (;786
121;NQ001504AAF60;TUBO RETO REF. 8200564409;8200564409;1,271;TUBO BWTRP 4,76 X 0,711 MM (P.V.F. TRIVALENTE);TUBO BWTRP 4,76 X 0,711 MM (;1271
121;NQ001505AAF60;TUBO RETO REF. PECA 8200564410;8200564410;1,713;TUBO BWTRP 4,76 X 0,711 MM (P.V.F. TRIVALENTE);TUBO BWTRP 4,76 X 0,711 MM (;1713
121;NQ001506AAF60;TUBO RETO REF.PECA 8200242018;8200242018;1,115;TUBO BWTRP 4,76 X 0,711 MM (P.V.F. TRIVALENTE);TUBO BWTRP 4,76 X 0,711 MM (;1115
121;NQ001507AAF60;TUBO RETO REF. PECA 7700839328;7700839328;1,394;TUBO BWTRP 4,76 X 0,711 MM (P.V.F. TRIVALENTE);TUBO BWTRP 4,76 X 0,711 MM (;1394
121;NQ001508AAF60;TUBO RETO REF.PECA D71227A0-1;D71227A0-1;0,355;TUBO PEWTRP 6,35 X 0,71 MM  (P.V.F. TRIVALENTE);TUBO PEWTRP 6,35 X 0,71 MM  ;355
121;NQ001509AAF60;TUBO RETO REF. PECA 175106S360;175106S360;2,127;TUBO PEWNITRP 7,94 X 0,71 MM 14 M (PVF TRIVALENTE);TUBO PEWNITRP 7,94 X 0,71 MM;2127
121;NQ001510AAF60;TUBO RETO REF.PECA 8200242028;8200242028;1,227;TUBO BWTRP 4,76 X 0,711 MM (P.V.F. TRIVALENTE);TUBO BWTRP 4,76 X 0,711 MM (;1227
121;NQ001511AAF60;TUBO RETO REF.PECA D71237A0-1;D71237A0-1;0,473;TUBO PEWTRP 6,35 X 0,71 MM  (P.V.F. TRIVALENTE);TUBO PEWTRP 6,35 X 0,71 MM  ;473
121;NQ001512AAF60;TUBO RETO REF. PECA 175066S370;175066S370;1,886;TUBO PEWNITRP 7,94 X 0,71 MM 14 M (PVF TRIVALENTE);TUBO PEWNITRP 7,94 X 0,71 MM;1886
121;NQ001513AAF60;TUBO RETO REF.PECA 6800002155;6800002155;0,472;TUBO PEWTR 6,35 X 0,71 MM (TRIVALENTE);TUBO PEWTR 6,35 X 0,71 MM (T;472
121;NQ001514AAF60;TUBO RETO REF.PECA 8200242074;8200242074;1,211;TUBO BWTRP 4,76 X 0,711 MM (P.V.F. TRIVALENTE);TUBO BWTRP 4,76 X 0,711 MM (;1211
121;NQ001515AAF60;TUBO RETO REF. PECA 175106S370;175106S370;1,81;TUBO PEWNITRP 7,94 X 0,71 MM 14 M (PVF TRIVALENTE);TUBO PEWNITRP 7,94 X 0,71 MM;1810
121;NQ001516AAF60;TUBO RETO REF.PECA 6800002156;6800002156;0,433;TUBO PEWTR 6,35 X 0,71 MM (TRIVALENTE);TUBO PEWTR 6,35 X 0,71 MM (T;433
121;NQ001517AAF60;TUBO RETO REF. PECA 175076S300;175076S300;1,069;TUBO PEWNITRP 7,94 X 0,71 MM 14 M (PVF TRIVALENTE);TUBO PEWNITRP 7,94 X 0,71 MM;1069
121;NQ001518AAF60;TUBO RETO REF.PECA 8200242963;8200242963;1,277;TUBO BWTRP 4,76 X 0,711 MM (P.V.F. TRIVALENTE);TUBO BWTRP 4,76 X 0,711 MM (;1277
121;NQ001519AAF60;TUBO RETO REF.PECA 6800002166;6800002166;0,445;TUBO PEWTR 6,35 X 0,71 MM (TRIVALENTE);TUBO PEWTR 6,35 X 0,71 MM (T;445
121;NQ001520AAF60;TUBO RETO REF.PECA 8200256174;8200564413;1,74;TUBO BWTRP 4,76 X 0,711 MM (P.V.F. TRIVALENTE);TUBO BWTRP 4,76 X 0,711 MM (;1740
121;NQ001521AAF60;TUBO RETO REF.PECA 6800002167;6800002167;0,521;TUBO PEWTR 6,35 X 0,71 MM (TRIVALENTE);TUBO PEWTR 6,35 X 0,71 MM (T;521
121;NQ001522AAF60;TUBO RETO REF.PECA 6300000017;6300000017;0,332;TUBO PEWTRP 6,35 X 0,71 MM  (P.V.F. TRIVALENTE);TUBO PEWTRP 6,35 X 0,71 MM  ;332
